cellLine,drug,doseID,concentration,viability,study
LOXIMVI,lapatinib,doses6,0.25,100.033303516045,GDSC
LOXIMVI,lapatinib,doses7,0.5,99.4448871934091,GDSC
LOXIMVI,lapatinib,doses8,1,96.8498589218113,GDSC
LOXIMVI,lapatinib,doses9,2,100.520775704639,GDSC
LS-411N,lapatinib,doses1,0.0078125,101.741566808877,GDSC
LS-411N,lapatinib,doses2,0.015625,93.9369837292858,GDSC
LS-411N,lapatinib,doses3,0.03125,106.038737177962,GDSC
LS-411N,lapatinib,doses4,0.0625,84.5208186062598,GDSC
LS-411N,lapatinib,doses5,0.125,97.8589734009369,GDSC
LS-411N,lapatinib,doses6,0.25,102.121328467208,GDSC
LS-411N,lapatinib,doses7,0.5,131.114459030033,GDSC
LS-411N,lapatinib,doses8,1,84.8801949886006,GDSC
LS-411N,lapatinib,doses9,2,76.7331850819863,GDSC
NCI-H1155,lapatinib,doses1,0.0078125,100.94130534754,GDSC
NCI-H1155,lapatinib,doses2,0.015625,101.437523346688,GDSC
NCI-H1155,lapatinib,doses3,0.03125,99.0949259924035,GDSC
NCI-H1155,lapatinib,doses4,0.0625,100.372009776313,GDSC
NCI-H1155,lapatinib,doses5,0.125,95.939677656958,GDSC
NCI-H1155,lapatinib,doses6,0.25,100.059266147453,GDSC
NCI-H1155,lapatinib,doses7,0.5,102.807834246823,GDSC
NCI-H1155,lapatinib,doses8,1,101.473707387232,GDSC
NCI-H1155,lapatinib,doses9,2,102.724540004472,GDSC
PSN1,lapatinib,doses1,0.0078125,103.994606221699,GDSC
PSN1,lapatinib,doses2,0.015625,93.4101493940765,GDSC
PSN1,lapatinib,doses3,0.03125,95.9863505388415,GDSC
PSN1,lapatinib,doses4,0.0625,96.6304893786263,GDSC
PSN1,lapatinib,doses5,0.125,103.431936688018,GDSC
PSN1,lapatinib,doses6,0.25,113.306725016597,GDSC
PSN1,lapatinib,doses7,0.5,111.34366895386,GDSC
PSN1,lapatinib,doses8,1,99.9214951308622,GDSC
PSN1,lapatinib,doses9,2,106.550971361499,GDSC
SJSA-1,lapatinib,doses1,0.0078125,94.0867122991363,GDSC
SJSA-1,lapatinib,doses2,0.015625,80.4832007859873,GDSC
SJSA-1,lapatinib,doses3,0.03125,102.320220704158,GDSC
SJSA-1,lapatinib,doses4,0.0625,82.427942292875,GDSC
SJSA-1,lapatinib,doses5,0.125,105.226164847107,GDSC
SJSA-1,lapatinib,doses6,0.25,93.5793074993875,GDSC
SJSA-1,lapatinib,doses7,0.5,97.9877357008738,GDSC
SJSA-1,lapatinib,doses8,1,98.083781510364,GDSC
SJSA-1,lapatinib,doses9,2,82.5664269484191,GDSC
SK-LMS-1,lapatinib,doses1,0.0078125,105.507719855697,GDSC
SK-LMS-1,lapatinib,doses2,0.015625,88.202480493755,GDSC
SK-LMS-1,lapatinib,doses3,0.03125,78.5316788603022,GDSC
SK-LMS-1,lapatinib,doses4,0.0625,81.7045373064733,GDSC
SK-LMS-1,lapatinib,doses5,0.125,89.7436272113839,GDSC
SK-LMS-1,lapatinib,doses6,0.25,73.6299921632477,GDSC
SK-LMS-1,lapatinib,doses7,0.5,93.8521956426519,GDSC
SK-LMS-1,lapatinib,doses8,1,84.0653937186249,GDSC
SK-LMS-1,lapatinib,doses9,2,74.0230828489144,GDSC
SK-N-DZ,lapatinib,doses1,0.0078125,97.4559168791105,GDSC
SK-N-DZ,lapatinib,doses2,0.015625,93.0153195452863,GDSC
SK-N-DZ,lapatinib,doses3,0.03125,95.0654981262325,GDSC
SK-N-DZ,lapatinib,doses4,0.0625,97.7302759288961,GDSC
SK-N-DZ,lapatinib,doses5,0.125,99.0340930438331,GDSC
SK-N-DZ,lapatinib,doses6,0.25,98.2276172382529,GDSC
SK-N-DZ,lapatinib,doses7,0.5,99.3184128998849,GDSC
SK-N-DZ,lapatinib,doses8,1,94.1408906533561,GDSC
SK-N-DZ,lapatinib,doses9,2,91.5409454669157,GDSC
SK-N-FI,lapatinib,doses1,0.0078125,106.053364919739,GDSC
SK-N-FI,lapatinib,doses2,0.015625,108.372485586486,GDSC
SK-N-FI,lapatinib,doses3,0.03125,106.980704244963,GDSC
SK-N-FI,lapatinib,doses4,0.0625,106.104855165448,GDSC
SK-N-FI,lapatinib,doses5,0.125,110.213261870593,GDSC
SK-N-FI,lapatinib,doses6,0.25,108.51219578651,GDSC
SK-N-FI,lapatinib,doses7,0.5,108.165494798734,GDSC
SK-N-FI,lapatinib,doses8,1,106.623018671436,GDSC
SK-N-FI,lapatinib,doses9,2,103.648427176809,GDSC
TE-1,lapatinib,doses1,0.0078125,101.911251751575,GDSC
TE-1,lapatinib,doses2,0.015625,86.3936003451652,GDSC
TE-1,lapatinib,doses3,0.03125,70.1699934535479,GDSC
TE-1,lapatinib,doses4,0.0625,82.0279530239244,GDSC
TE-1,lapatinib,doses5,0.125,66.7239192715392,GDSC
TE-1,lapatinib,doses6,0.25,63.6699134096393,GDSC
TE-1,lapatinib,doses7,0.5,72.2910569080726,GDSC
TE-1,lapatinib,doses8,1,72.4982805642902,GDSC
TE-1,lapatinib,doses9,2,30.4650108862094,GDSC
TE-15,lapatinib,doses1,0.0078125,91.1325709391012,GDSC
TE-15,lapatinib,doses2,0.015625,72.7423243333746,GDSC
TE-15,lapatinib,doses3,0.03125,89.4728544322942,GDSC
TE-15,lapatinib,doses4,0.0625,71.9251809663869,GDSC
TE-15,lapatinib,doses5,0.125,80.0984983231402,GDSC
TE-15,lapatinib,doses6,0.25,64.4742575267376,GDSC
TE-15,lapatinib,doses7,0.5,83.3192261444302,GDSC
TE-15,lapatinib,doses8,1,68.7722658726478,GDSC
TE-15,lapatinib,doses9,2,63.7722074278987,GDSC
TE-5,lapatinib,doses1,0.0078125,93.845441620962,GDSC
TE-5,lapatinib,doses2,0.015625,92.9126405299371,GDSC
TE-5,lapatinib,doses3,0.03125,84.1119327907424,GDSC
TE-5,lapatinib,doses4,0.0625,77.1293966696471,GDSC
TE-5,lapatinib,doses5,0.125,83.0542089467777,GDSC
TE-5,lapatinib,doses6,0.25,83.4024784398221,GDSC
TE-5,lapatinib,doses7,0.5,80.4210332720654,GDSC
TE-5,lapatinib,doses8,1,83.6870618235246,GDSC
TE-5,lapatinib,doses9,2,48.866792880205,GDSC
UACC-257,lapatinib,doses1,0.0078125,131.29004581046,GDSC
UACC-257,lapatinib,doses2,0.015625,124.215451508607,GDSC
UACC-257,lapatinib,doses3,0.03125,110.025686491413,GDSC
UACC-257,lapatinib,doses4,0.0625,99.3726389620967,GDSC
UACC-257,lapatinib,doses5,0.125,104.270018848883,GDSC
UACC-257,lapatinib,doses6,0.25,100.833389847605,GDSC
UACC-257,lapatinib,doses7,0.5,97.0056815087263,GDSC
UACC-257,lapatinib,doses8,1,99.5330124058761,GDSC
UACC-257,lapatinib,doses9,2,99.490890224257,GDSC
BL-70,lapatinib,doses1,0.0078125,92.4460867095867,GDSC
BL-70,lapatinib,doses2,0.015625,99.9016767643566,GDSC
BL-70,lapatinib,doses3,0.03125,99.1264840698984,GDSC
BL-70,lapatinib,doses4,0.0625,109.466488211323,GDSC
BL-70,lapatinib,doses5,0.125,99.9990885447449,GDSC
BL-70,lapatinib,doses6,0.25,100.857337599324,GDSC
BL-70,lapatinib,doses7,0.5,103.079351579338,GDSC
BL-70,lapatinib,doses8,1,93.7209847476508,GDSC
BL-70,lapatinib,doses9,2,104.494044067153,GDSC
SIG-M5,lapatinib,doses1,0.0078125,126.860507486569,GDSC
SIG-M5,lapatinib,doses2,0.015625,127.216214715612,GDSC
SIG-M5,lapatinib,doses3,0.03125,122.523209411254,GDSC
SIG-M5,lapatinib,doses4,0.0625,130.850108116915,GDSC
SIG-M5,lapatinib,doses5,0.125,127.534421591951,GDSC
SIG-M5,lapatinib,doses6,0.25,129.75640850991,GDSC
SIG-M5,lapatinib,doses7,0.5,129.386866199288,GDSC
SIG-M5,lapatinib,doses8,1,121.73060486916,GDSC
SIG-M5,lapatinib,doses9,2,111.714733967461,GDSC
UACC-812,lapatinib,doses1,0.0078125,97.3377004729907,GDSC
UACC-812,lapatinib,doses2,0.015625,103.248551515487,GDSC
UACC-812,lapatinib,doses3,0.03125,105.084049567747,GDSC
UACC-812,lapatinib,doses4,0.0625,100.913629237795,GDSC
UACC-812,lapatinib,doses5,0.125,103.518930441185,GDSC
UACC-812,lapatinib,doses6,0.25,105.105001440219,GDSC
UACC-812,lapatinib,doses7,0.5,89.9268663972601,GDSC
UACC-812,lapatinib,doses8,1,74.0072916223669,GDSC
UACC-812,lapatinib,doses9,2,70.2988101949906,GDSC
22RV1,Nutlin-3,doses1,0.03125,86.9755328757257,GDSC
22RV1,Nutlin-3,doses2,0.0625,97.3530502700504,GDSC
22RV1,Nutlin-3,doses3,0.125,102.398831714142,GDSC
22RV1,Nutlin-3,doses4,0.25,101.72353724022,GDSC
22RV1,Nutlin-3,doses5,0.5,87.6791249309847,GDSC
22RV1,Nutlin-3,doses6,1,95.2034269860345,GDSC
22RV1,Nutlin-3,doses7,2,70.6184138531909,GDSC
22RV1,Nutlin-3,doses8,4,74.0545841904463,GDSC
22RV1,Nutlin-3,doses9,8,54.3106914857968,GDSC
5637,Nutlin-3,doses1,0.03125,73.194905896656,GDSC
5637,Nutlin-3,doses2,0.0625,100.167823305644,GDSC
5637,Nutlin-3,doses3,0.125,95.5530929725954,GDSC
5637,Nutlin-3,doses4,0.25,96.681763577548,GDSC
5637,Nutlin-3,doses5,0.5,107.717129747476,GDSC
5637,Nutlin-3,doses6,1,115.566254569954,GDSC
5637,Nutlin-3,doses7,2,106.206650276881,GDSC
5637,Nutlin-3,doses8,4,93.7603645109959,GDSC
5637,Nutlin-3,doses9,8,105.463855525914,GDSC
639-V,Nutlin-3,doses1,0.03125,114.100150257331,GDSC
639-V,Nutlin-3,doses2,0.0625,101.319084211709,GDSC
639-V,Nutlin-3,doses3,0.125,103.195584402988,GDSC
639-V,Nutlin-3,doses4,0.25,98.3895612420639,GDSC
639-V,Nutlin-3,doses5,0.5,99.8238880631866,GDSC
639-V,Nutlin-3,doses6,1,93.682056829029,GDSC
639-V,Nutlin-3,doses7,2,76.5140869422076,GDSC
639-V,Nutlin-3,doses8,4,76.8806297584288,GDSC
639-V,Nutlin-3,doses9,8,80.0194636032192,GDSC
697,Nutlin-3,doses1,0.03125,99.9083625051504,GDSC
697,Nutlin-3,doses2,0.0625,110.360194300232,GDSC
697,Nutlin-3,doses3,0.125,97.9893987166772,GDSC
697,Nutlin-3,doses4,0.25,100.571670763227,GDSC
697,Nutlin-3,doses5,0.5,91.7495404302393,GDSC
697,Nutlin-3,doses6,1,87.6252737395088,GDSC
697,Nutlin-3,doses7,2,56.7022780978287,GDSC
697,Nutlin-3,doses8,4,14.4871092551858,GDSC
697,Nutlin-3,doses9,8,4.04710864108274,GDSC
769-P,Nutlin-3,doses1,0.015625,90.1679769201453,GDSC
769-P,Nutlin-3,doses2,0.03125,127.065580509346,GDSC
769-P,Nutlin-3,doses3,0.0625,102.450864324077,GDSC
769-P,Nutlin-3,doses4,0.125,116.151653347724,GDSC
769-P,Nutlin-3,doses5,0.25,92.2668628483445,GDSC
769-P,Nutlin-3,doses6,0.5,96.4101000270613,GDSC
769-P,Nutlin-3,doses7,1,107.793864411784,GDSC
769-P,Nutlin-3,doses8,2,127.594147385335,GDSC
769-P,Nutlin-3,doses9,4,30.6189055422052,GDSC
786-0,Nutlin-3,doses1,0.03125,96.4204999391116,GDSC
786-0,Nutlin-3,doses2,0.0625,97.0287728591072,GDSC
786-0,Nutlin-3,doses3,0.125,116.174738514721,GDSC
786-0,Nutlin-3,doses4,0.25,85.3383447863895,GDSC
786-0,Nutlin-3,doses5,0.5,121.399096692233,GDSC
786-0,Nutlin-3,doses6,1,109.863760656525,GDSC
786-0,Nutlin-3,doses7,2,102.63413071999,GDSC
786-0,Nutlin-3,doses8,4,83.5816104552285,GDSC
786-0,Nutlin-3,doses9,8,84.8789212050586,GDSC
8305C,Nutlin-3,doses1,0.03125,109.771740673295,GDSC
8305C,Nutlin-3,doses2,0.0625,102.529278289902,GDSC
8305C,Nutlin-3,doses3,0.125,101.933520841756,GDSC
8305C,Nutlin-3,doses4,0.25,113.545140264687,GDSC
8305C,Nutlin-3,doses5,0.5,106.15333488955,GDSC
8305C,Nutlin-3,doses6,1,107.879524604931,GDSC
8305C,Nutlin-3,doses7,2,107.878448259044,GDSC
8305C,Nutlin-3,doses8,4,100.448163518467,GDSC
8305C,Nutlin-3,doses9,8,100.540729264701,GDSC
8505C,Nutlin-3,doses1,0.03125,90.4605559675884,GDSC
8505C,Nutlin-3,doses2,0.0625,99.9047692386731,GDSC
8505C,Nutlin-3,doses3,0.125,103.485814881063,GDSC
8505C,Nutlin-3,doses4,0.25,98.2943581805568,GDSC
8505C,Nutlin-3,doses5,0.5,110.558909765263,GDSC
8505C,Nutlin-3,doses6,1,100.640351733264,GDSC
8505C,Nutlin-3,doses7,2,101.0829120654,GDSC
8505C,Nutlin-3,doses8,4,93.5796679117295,GDSC
8505C,Nutlin-3,doses9,8,77.2503419495067,GDSC
A172,Nutlin-3,doses1,0.015625,113.482485422887,GDSC
A172,Nutlin-3,doses2,0.03125,131.496407317611,GDSC
A172,Nutlin-3,doses3,0.0625,93.3203117799106,GDSC
A172,Nutlin-3,doses4,0.125,103.116709078887,GDSC
A172,Nutlin-3,doses5,0.25,100.799182479412,GDSC
A172,Nutlin-3,doses6,0.5,79.64290380107,GDSC
A172,Nutlin-3,doses7,1,78.3748812791793,GDSC
A172,Nutlin-3,doses8,2,57.9788005690584,GDSC
A172,Nutlin-3,doses9,4,35.9730699100327,GDSC
A204,Nutlin-3,doses1,0.015625,102.981399819886,GDSC
A204,Nutlin-3,doses2,0.03125,73.3975157956313,GDSC
A204,Nutlin-3,doses3,0.0625,102.969015407619,GDSC
A204,Nutlin-3,doses4,0.125,83.7112543318836,GDSC
A204,Nutlin-3,doses5,0.25,88.604335618715,GDSC
A204,Nutlin-3,doses6,0.5,71.7423390960995,GDSC
A204,Nutlin-3,doses7,1,55.9280638513021,GDSC
A204,Nutlin-3,doses8,2,57.9547729188546,GDSC
A204,Nutlin-3,doses9,4,43.7343715328656,GDSC
A2058,Nutlin-3,doses1,0.015625,104.804826763244,GDSC
A2058,Nutlin-3,doses2,0.03125,102.01073868161,GDSC
A2058,Nutlin-3,doses3,0.0625,108.237032522057,GDSC
A2058,Nutlin-3,doses4,0.125,113.059644481772,GDSC
A2058,Nutlin-3,doses5,0.25,107.273218166372,GDSC
A2058,Nutlin-3,doses6,0.5,127.734580966271,GDSC
A2058,Nutlin-3,doses7,1,116.536102506687,GDSC
A2058,Nutlin-3,doses8,2,94.9622377370023,GDSC
A2058,Nutlin-3,doses9,4,92.8876915021754,GDSC
A253,Nutlin-3,doses1,0.03125,96.8150840031226,GDSC
A253,Nutlin-3,doses2,0.0625,94.016457072955,GDSC
A253,Nutlin-3,doses3,0.125,108.246007451078,GDSC
A253,Nutlin-3,doses4,0.25,102.45850584039,GDSC
A253,Nutlin-3,doses5,0.5,111.079650672929,GDSC
A253,Nutlin-3,doses6,1,111.607571452631,GDSC
A253,Nutlin-3,doses7,2,104.826454686229,GDSC
A253,Nutlin-3,doses8,4,105.081159177323,GDSC
A253,Nutlin-3,doses9,8,111.421115275262,GDSC
A2780,Nutlin-3,doses1,0.03125,82.9393332032052,GDSC
A2780,Nutlin-3,doses2,0.0625,96.9108202507595,GDSC
A2780,Nutlin-3,doses3,0.125,95.3072543099083,GDSC
A2780,Nutlin-3,doses4,0.25,99.8680050588616,GDSC
A2780,Nutlin-3,doses5,0.5,108.49057652557,GDSC
A2780,Nutlin-3,doses6,1,104.996499618678,GDSC
A2780,Nutlin-3,doses7,2,130.036640945315,GDSC
A2780,Nutlin-3,doses8,4,114.341917058123,GDSC
A2780,Nutlin-3,doses9,8,71.3928389304748,GDSC
A375,Nutlin-3,doses1,0.03125,105.34332324406,GDSC
A375,Nutlin-3,doses2,0.0625,111.869337785282,GDSC
A375,Nutlin-3,doses3,0.125,101.853612770267,GDSC
A375,Nutlin-3,doses4,0.25,98.4482831413313,GDSC
A375,Nutlin-3,doses5,0.5,78.1274068134427,GDSC
A375,Nutlin-3,doses6,1,66.6381109777458,GDSC
A375,Nutlin-3,doses7,2,46.7051052667154,GDSC
A375,Nutlin-3,doses8,4,29.9147234876338,GDSC
A375,Nutlin-3,doses9,8,12.1953086066792,GDSC
A549,Nutlin-3,doses1,0.03125,118.17824230257,GDSC
A549,Nutlin-3,doses2,0.0625,88.2942134198718,GDSC
A549,Nutlin-3,doses3,0.125,101.150729370346,GDSC
A549,Nutlin-3,doses4,0.25,114.960540443172,GDSC
A549,Nutlin-3,doses5,0.5,114.913960781447,GDSC
A549,Nutlin-3,doses6,1,78.7390309941665,GDSC
A549,Nutlin-3,doses7,2,85.6846937345889,GDSC
A549,Nutlin-3,doses8,4,42.7562423115025,GDSC
A549,Nutlin-3,doses9,8,23.3134680559624,GDSC
AN3-CA,Nutlin-3,doses1,0.015625,65.9399152918342,GDSC
AN3-CA,Nutlin-3,doses2,0.03125,87.2173914901612,GDSC
AN3-CA,Nutlin-3,doses3,0.0625,76.3204004923968,GDSC
AN3-CA,Nutlin-3,doses4,0.125,100.958478139412,GDSC
AN3-CA,Nutlin-3,doses5,0.25,81.8066729336749,GDSC
AN3-CA,Nutlin-3,doses6,0.5,68.308154019808,GDSC
AN3-CA,Nutlin-3,doses7,1,99.9175135045041,GDSC
AN3-CA,Nutlin-3,doses8,2,100.694702296016,GDSC
AN3-CA,Nutlin-3,doses9,4,143.455550074617,GDSC
AsPC-1,Nutlin-3,doses1,0.015625,91.1919323901131,GDSC
AsPC-1,Nutlin-3,doses2,0.03125,122.157097772353,GDSC
AsPC-1,Nutlin-3,doses3,0.0625,64.3026520647404,GDSC
AsPC-1,Nutlin-3,doses4,0.125,112.657358430397,GDSC
AsPC-1,Nutlin-3,doses5,0.25,54.5040472825859,GDSC
AsPC-1,Nutlin-3,doses6,0.5,63.878336933594,GDSC
AsPC-1,Nutlin-3,doses7,1,63.3039741328828,GDSC
AsPC-1,Nutlin-3,doses8,2,76.7898159097529,GDSC
AsPC-1,Nutlin-3,doses9,4,100.933961821448,GDSC
AU565,Nutlin-3,doses1,0.03125,105.422685378741,GDSC
AU565,Nutlin-3,doses2,0.0625,101.321961130312,GDSC
AU565,Nutlin-3,doses3,0.125,106.832251150327,GDSC
AU565,Nutlin-3,doses4,0.25,108.615579528333,GDSC
AU565,Nutlin-3,doses5,0.5,119.956769340354,GDSC
AU565,Nutlin-3,doses6,1,120.993249611691,GDSC
AU565,Nutlin-3,doses7,2,109.703689145212,GDSC
AU565,Nutlin-3,doses8,4,118.282116502802,GDSC
AU565,Nutlin-3,doses9,8,96.1828945685765,GDSC
BCPAP,Nutlin-3,doses1,0.015625,97.9439175799131,GDSC
BCPAP,Nutlin-3,doses2,0.03125,122.830462271464,GDSC
BCPAP,Nutlin-3,doses3,0.0625,89.6681082938345,GDSC
BCPAP,Nutlin-3,doses4,0.125,119.878999630381,GDSC
BCPAP,Nutlin-3,doses5,0.25,111.030632866081,GDSC
BCPAP,Nutlin-3,doses6,0.5,123.767026177046,GDSC
BCPAP,Nutlin-3,doses7,1,86.1265720757692,GDSC
BCPAP,Nutlin-3,doses8,2,107.853103075375,GDSC
BCPAP,Nutlin-3,doses9,4,102.566525518331,GDSC
BFTC-909,Nutlin-3,doses1,0.015625,109.152097199935,GDSC
BFTC-909,Nutlin-3,doses2,0.03125,85.9663857697143,GDSC
BFTC-909,Nutlin-3,doses3,0.0625,95.2798850757226,GDSC
BFTC-909,Nutlin-3,doses4,0.125,87.7011595172134,GDSC
BFTC-909,Nutlin-3,doses5,0.25,112.799784797192,GDSC
BFTC-909,Nutlin-3,doses6,0.5,87.3843331608473,GDSC
BFTC-909,Nutlin-3,doses7,1,105.600055295166,GDSC
BFTC-909,Nutlin-3,doses8,2,109.258503032828,GDSC
BFTC-909,Nutlin-3,doses9,4,117.79248994506,GDSC
BL-41,Nutlin-3,doses1,0.03125,110.025311853445,GDSC
BL-41,Nutlin-3,doses2,0.0625,113.072716567037,GDSC
BL-41,Nutlin-3,doses3,0.125,114.230805475031,GDSC
BL-41,Nutlin-3,doses4,0.25,115.198707075853,GDSC
BL-41,Nutlin-3,doses5,0.5,115.799145653121,GDSC
BL-41,Nutlin-3,doses6,1,117.320133882983,GDSC
BL-41,Nutlin-3,doses7,2,116.61811751076,GDSC
BL-41,Nutlin-3,doses8,4,116.710185231707,GDSC
BL-41,Nutlin-3,doses9,8,116.213535435303,GDSC
BT-20,Nutlin-3,doses1,0.03125,113.031843897326,GDSC
BT-20,Nutlin-3,doses2,0.0625,111.884670714527,GDSC
BT-20,Nutlin-3,doses3,0.125,108.107276686615,GDSC
BT-20,Nutlin-3,doses4,0.25,101.436480546859,GDSC
BT-20,Nutlin-3,doses5,0.5,111.565775671575,GDSC
BT-20,Nutlin-3,doses6,1,99.1071140933493,GDSC
BT-20,Nutlin-3,doses7,2,105.504116818524,GDSC
BT-20,Nutlin-3,doses8,4,116.741320178987,GDSC
BT-20,Nutlin-3,doses9,8,101.360603689717,GDSC
BT-474,Nutlin-3,doses1,0.03125,66.0611662293666,GDSC
BT-474,Nutlin-3,doses2,0.0625,76.0231098000415,GDSC
BT-474,Nutlin-3,doses3,0.125,86.9889820136139,GDSC
BT-474,Nutlin-3,doses4,0.25,108.076374762414,GDSC
BT-474,Nutlin-3,doses5,0.5,107.930554432736,GDSC
BT-474,Nutlin-3,doses6,1,114.128071295543,GDSC
BT-474,Nutlin-3,doses7,2,86.8040317002908,GDSC
BT-474,Nutlin-3,doses8,4,110.058247293445,GDSC
BT-474,Nutlin-3,doses9,8,112.65825128487,GDSC
BT-549,Nutlin-3,doses1,0.03125,103.853746754965,GDSC
BT-549,Nutlin-3,doses2,0.0625,108.247226170285,GDSC
BT-549,Nutlin-3,doses3,0.125,115.673403904698,GDSC
BT-549,Nutlin-3,doses4,0.25,117.627453039004,GDSC
BT-549,Nutlin-3,doses5,0.5,120.387467789484,GDSC
BT-549,Nutlin-3,doses6,1,110.937147400711,GDSC
BT-549,Nutlin-3,doses7,2,123.530909475684,GDSC
BT-549,Nutlin-3,doses8,4,109.085272206296,GDSC
BT-549,Nutlin-3,doses9,8,114.959504698878,GDSC
C2BBe1,Nutlin-3,doses1,0.015625,88.709240621702,GDSC
C2BBe1,Nutlin-3,doses2,0.03125,82.0061006725719,GDSC
C2BBe1,Nutlin-3,doses3,0.0625,116.317429685915,GDSC
C2BBe1,Nutlin-3,doses4,0.125,123.503002298743,GDSC
C2BBe1,Nutlin-3,doses5,0.25,113.208174978652,GDSC
C2BBe1,Nutlin-3,doses6,0.5,86.4007435475768,GDSC
C2BBe1,Nutlin-3,doses7,1,90.833116539788,GDSC
C2BBe1,Nutlin-3,doses8,2,63.8996738434801,GDSC
C2BBe1,Nutlin-3,doses9,4,30.5041243739822,GDSC
C32,Nutlin-3,doses1,0.03125,101.300714317184,GDSC
C32,Nutlin-3,doses2,0.0625,90.9675058309686,GDSC
C32,Nutlin-3,doses3,0.125,98.9356858265002,GDSC
C32,Nutlin-3,doses4,0.25,129.13065409961,GDSC
C32,Nutlin-3,doses5,0.5,81.2759492344567,GDSC
C32,Nutlin-3,doses6,1,68.1741393495547,GDSC
C32,Nutlin-3,doses7,2,79.5152431764153,GDSC
C32,Nutlin-3,doses8,4,52.8711358132923,GDSC
C32,Nutlin-3,doses9,8,41.8477471431948,GDSC
CAL-85-1,Nutlin-3,doses1,0.03125,106.07229471636,GDSC
CAL-85-1,Nutlin-3,doses2,0.0625,86.7065777795873,GDSC
CAL-85-1,Nutlin-3,doses3,0.125,102.86828443555,GDSC
CAL-85-1,Nutlin-3,doses4,0.25,113.511880566543,GDSC
CAL-85-1,Nutlin-3,doses5,0.5,101.314134186481,GDSC
CAL-85-1,Nutlin-3,doses6,1,78.8237673248556,GDSC
CAL-85-1,Nutlin-3,doses7,2,89.0755739090704,GDSC
CAL-85-1,Nutlin-3,doses8,4,107.052066930508,GDSC
CAL-85-1,Nutlin-3,doses9,8,90.7504951058512,GDSC
Calu-3,Nutlin-3,doses1,0.03125,115.839882842931,GDSC
Calu-3,Nutlin-3,doses2,0.0625,92.5850281960088,GDSC
Calu-3,Nutlin-3,doses3,0.125,126.567223232159,GDSC
Calu-3,Nutlin-3,doses4,0.25,92.6139477793281,GDSC
Calu-3,Nutlin-3,doses5,0.5,110.32045401874,GDSC
Calu-3,Nutlin-3,doses6,1,89.0196366544488,GDSC
Calu-3,Nutlin-3,doses7,2,114.591006079781,GDSC
Calu-3,Nutlin-3,doses8,4,76.7233386769829,GDSC
Calu-3,Nutlin-3,doses9,8,110.619617281136,GDSC
CAMA-1,Nutlin-3,doses1,0.015625,113.409143074183,GDSC
CAMA-1,Nutlin-3,doses2,0.03125,107.973691785146,GDSC
CAMA-1,Nutlin-3,doses3,0.0625,95.130658428559,GDSC
CAMA-1,Nutlin-3,doses4,0.125,86.0391014786298,GDSC
CAMA-1,Nutlin-3,doses5,0.25,132.633160542114,GDSC
CAMA-1,Nutlin-3,doses6,0.5,98.6709567553072,GDSC
CAMA-1,Nutlin-3,doses7,1,90.0787337814231,GDSC
CAMA-1,Nutlin-3,doses8,2,78.4108042565926,GDSC
CAMA-1,Nutlin-3,doses9,4,105.553999721146,GDSC
Capan-2,Nutlin-3,doses1,0.03125,89.5100025468039,GDSC
Capan-2,Nutlin-3,doses2,0.0625,104.930450007975,GDSC
Capan-2,Nutlin-3,doses3,0.125,95.5814971647485,GDSC
Capan-2,Nutlin-3,doses4,0.25,84.2347576579541,GDSC
Capan-2,Nutlin-3,doses5,0.5,91.6469846018651,GDSC
Capan-2,Nutlin-3,doses6,1,100.125604513872,GDSC
Capan-2,Nutlin-3,doses7,2,128.972185422746,GDSC
Capan-2,Nutlin-3,doses8,4,119.489246163175,GDSC
Capan-2,Nutlin-3,doses9,8,124.57190366525,GDSC
CAS-1,Nutlin-3,doses1,0.03125,102.697968805025,GDSC
CAS-1,Nutlin-3,doses2,0.0625,90.2157535170758,GDSC
CAS-1,Nutlin-3,doses3,0.125,95.8504964103028,GDSC
CAS-1,Nutlin-3,doses4,0.25,102.30520400724,GDSC
CAS-1,Nutlin-3,doses5,0.5,98.4119911375258,GDSC
CAS-1,Nutlin-3,doses6,1,103.693859407743,GDSC
CAS-1,Nutlin-3,doses7,2,91.2242589613891,GDSC
CAS-1,Nutlin-3,doses8,4,100.642431508282,GDSC
CAS-1,Nutlin-3,doses9,8,105.990442461459,GDSC
CHL-1,Nutlin-3,doses1,0.03125,102.132057473883,GDSC
CHL-1,Nutlin-3,doses2,0.0625,91.8617312272335,GDSC
CHL-1,Nutlin-3,doses3,0.125,67.3527614479097,GDSC
CHL-1,Nutlin-3,doses4,0.25,89.7918708166994,GDSC
CHL-1,Nutlin-3,doses5,0.5,101.18738533264,GDSC
CHL-1,Nutlin-3,doses6,1,101.456857725709,GDSC
CHL-1,Nutlin-3,doses7,2,81.2911233445061,GDSC
CHL-1,Nutlin-3,doses8,4,105.935914152865,GDSC
CHL-1,Nutlin-3,doses9,8,97.3154011726407,GDSC
COLO-205,Nutlin-3,doses1,0.03125,91.3231024258418,GDSC
COLO-205,Nutlin-3,doses2,0.0625,98.5968179343063,GDSC
COLO-205,Nutlin-3,doses3,0.125,90.7618110779274,GDSC
COLO-205,Nutlin-3,doses4,0.25,88.4414901427554,GDSC
COLO-205,Nutlin-3,doses5,0.5,82.2259489092805,GDSC
COLO-205,Nutlin-3,doses6,1,88.8490919198643,GDSC
COLO-205,Nutlin-3,doses7,2,81.6002605736359,GDSC
