cellLine,drug,ic50_CCLE,auc_CCLE,ic50_GDSC,auc_GDSC
CAS-1,TAE684,4.411480904,0.1625375,1.98298641741334,0.136932
COLO-320-HSR,TAE684,0.329955041,0.39,0.197761602794501,0.381983
DEL,TAE684,0.009624531,0.734525,0.000926861880244037,0.409322
DMS-114,TAE684,0.894316435,0.2529,2.61523772079788,0.122485
DOHH-2,TAE684,0.768781009,0.183075,0.312039654965713,0.240806
EB2,TAE684,8,0,314.281788790171,0.00214099999999995
EM-2,TAE684,1.351062655,0.2356,1.85099623582622,0.119887
GB-1,TAE684,2.040796757,0.22435,0.388665967354835,0.298668
GCIY,TAE684,2.915857792,0.2149375,0.95525687080852,0.22248
GI-1,TAE684,3.301204205,0.21275,1.09797876149551,0.175735
HCC1187,TAE684,8,0.0636375,1.86241307678511,0.12733
HD-MY-Z,TAE684,2.796273947,0.15835,3.13203201506499,0.074025
HH,TAE684,7.147410516,0.0036,25.0916218605253,0.022299
HT,TAE684,0.574935419,0.218875,37.9712008489551,0.025864
HT-144,TAE684,7.234825611,0.12285,1.63189840048624,0.137988
IA-LM,TAE684,8,0,14.2797435776069,0.041225
IST-MES1,TAE684,2.164404392,0.202775,0.988240687571756,0.192945
JVM-3,TAE684,1.300479174,0.186025,379.987364176325,0.000983999999999985
KALS-1,TAE684,3.022300959,0.1297375,1.34080475884864,0.165687
KARPAS-299,TAE684,0.156018838,0.443375,0.0238439920271509,0.21013
KARPAS-422,TAE684,2.468577623,0.2134,1.10022312484159,0.133531
KG-1,TAE684,0.753083825,0.27045,0.395613719342691,0.27612
KLE,TAE684,8,0,24.397630087,0.031844
KNS-42,TAE684,5.369329929,0.13815,25.8034963451548,0.0421550000000001
KNS-81-FD,TAE684,2.613715172,0.1627875,32.302382851506,0.023103
K052,TAE684,1.549693108,0.175425,10.9322047794224,0.035981
KU812,TAE684,8,0,6.42790712972868,0.045476
KURAMOCHI,TAE684,1.111817837,0.32203,1.69572605474776,0.172265
L-363,TAE684,0.185580403,0.4268375,0.823749335370283,0.206257
L-428,TAE684,8,0.0601,12.2684386348218,0.048821
LOXIMVI,TAE684,4.300870419,0.14985,2.0678553347159,0.083596
LP-1,TAE684,1.468751704,0.156375,1.87142654813131,0.13
LS-123,TAE684,5.005696297,0.107025,1.51594347362807,0.139199
LS-411N,TAE684,2.61978507,0.2053625,0.674617780231115,0.225819
LS-513,TAE684,0.156419605,0.31015,2.22268961310582,0.117325
MC116,TAE684,8,0,4.94126316534194,0.055017
MEG-01,TAE684,8,0,4.27418738953025,0.117404
MPP-89,TAE684,2.068445206,0.2372,0.578841260779923,0.248739
MSTO-211H,TAE684,2.312949419,0.207075,2.20041064551878,0.0717100000000001
NCI-H1092,TAE684,8,0.0216875,8.01734243694664,0.078687
NCI-H1155,TAE684,0.314884716,0.1295375,74.1304960300541,0.00847299999999995
NCI-H1299,TAE684,4.313905716,0.218525,52.4668215844249,0.077268
NCI-H1355,TAE684,1.050579667,0.23865,0.551838416107577,0.261291
NCI-H1581,TAE684,8,0.01275,2.11558633282453,0.103585
NCI-H1648,TAE684,8,0.111285714285714,0.278546574556703,0.344351
NCI-H1666,TAE684,0.042816627,0.3300875,559.769448583569,0.000975999999999977
NCI-H1694,TAE684,8,0,13.8249647821237,0.037291
NCI-H1975,TAE684,2.905841351,0.17755,0.250202171982949,0.367926
NCI-H226,TAE684,4.788105965,0.161,230.309717292825,0.003807
NCI-H23,TAE684,1.43065083,0.189225,4.87226538308178,0.072126
NCI-H747,TAE684,3.33858633,0.16934875,0.49890379370747,0.272405
OCI-AML2,TAE684,0.998434305,0.2838375,0.483275690684743,0.247979
ONS-76,TAE684,8,0.0298875,2.63641225877064,0.114522
OPM-2,TAE684,8,0.1221125,0.22668520183995,0.371138
OVCAR-4,TAE684,4.098715305,0.181,0.405693634117826,0.296301
P31-FUJ,TAE684,2.609502792,0.1593125,591.633289773626,0.000974999999999948
PSN1,TAE684,7.245391846,0.1388375,0.196306120277863,0.406888
Raji,TAE684,8,0,213.630310476792,0.00207299999999999
REH,TAE684,3.686215639,0.14479,6.25618140634181,0.046866
RKO,TAE684,3.145311832,0.228875,1.49922453835379,0.144386
RL95-2,TAE684,1.342188239,0.192875,0.501119341338204,0.266755
RPMI-8402,TAE684,1.023247361,0.254525,64.1147854772701,0.0646409999999999
SF126,TAE684,3.022811651,0.20425,1.11568325278031,0.182689
SHP-77,TAE684,8,0,247.924682390381,0.00389600000000001
SIG-M5,TAE684,0.119100617,0.311,0.291594832557757,0.316449
SIMA,TAE684,0.837575078,0.2501125,245.270332449032,0.00380599999999998
SJSA-1,TAE684,8,0.104625,0.637246326726924,0.243935
SK-LMS-1,TAE684,4.916078091,0.1313625,1.15973786368599,0.17888
SK-MEL-2,TAE684,8,0,10.9939376703702,0.105395
SK-MM-2,TAE684,5.6049757,0.1337125,0.416086128702703,0.279237
SK-N-DZ,TAE684,2.069112539,0.184125,1.78308676488619,0.112489
SK-N-FI,TAE684,3.705838287,0.385571428571429,6.6067443599793,0.108332
NCI-SNU-1,TAE684,2.542354822,0.171675,2.33256378602509,0.163354
NCI-SNU-16,TAE684,0.82398355,0.384375,0.726635719949088,0.208233
SNU-C2B,TAE684,3.915554047,0.1343875,2.03350925983757,0.178791
SUP-T1,TAE684,8,0.029675,113.815304660474,0.010629
TE-1,TAE684,4.546535969,0.1528625,0.690737784317642,0.236934
TE-11,TAE684,2.809319735,0.2744625,0.160962799452054,0.440277
TE-15,TAE684,7.962886668,0.004125,0.511241601062336,0.256415
TE-5,TAE684,8,0.034,24.1116951808164,0.071503
TE-9,TAE684,2.445929289,0.1992625,1.11328043086011,0.167733
U-87-MG,TAE684,8,0.047325,300.954171799687,0.045733
UACC-257,TAE684,8,0.058825,13.3304914302975,0.057908
UACC-812,TAE684,2.535139799,0.086975,98.9904123009681,0.00985800000000003
697,Erlotinib,4.232964516,0.08265,2.65305286113881,0.077949
8-MG-BA,Erlotinib,7.72138834,0.080375,79.6003110097207,0.00944
A253,Erlotinib,8,0.13205,2.75159570566454,0.173074
BL-41,Erlotinib,8,0.0103,59.419829462797,0.075726
BL-70,Erlotinib,8,0,59.5053366424921,0.068569
BT-474,Erlotinib,8,0,48.1738334901999,0.013753
C2BBe1,Erlotinib,8,0.162125,18.8663893939634,0.060791
Calu-6,Erlotinib,7.807984352,0,140.614766675044,0.00640399999999997
CAS-1,Erlotinib,8,0,109.168220511606,0.00757099999999999
COLO-320-HSR,Erlotinib,8,0.06115,160.592965631126,0.00377499999999997
DEL,Erlotinib,8,0,175.606553303381,0.00371200000000005
DMS-114,Erlotinib,8,0,626.03607673086,0.000322000000000044
DOHH-2,Erlotinib,8,0,33.6588492259207,0.058972
EB2,Erlotinib,8,0.0512375,323.528108861217,0.00203799999999998
EM-2,Erlotinib,8,0.0031275,53.1379838890214,0.012896
GB-1,Erlotinib,8,0.016025,103.977444935473,0.00767799999999996
GCIY,Erlotinib,8,0.17235,4.63532353884394,0.153273
GI-1,Erlotinib,8,0,138.143085576353,0.00638300000000003
HCC1187,Erlotinib,8,0.0694,344.306414250144,0.00211399999999995
HD-MY-Z,Erlotinib,4.557374477,0.1096125,93.2352622073916,0.028294
HH,Erlotinib,8,0,407.474763214025,0.000905999999999962
HT,Erlotinib,8,0,576.677393444756,0.000932999999999962
HT-144,Erlotinib,8,0.0715,79.8092968859425,0.047266
IST-MES1,Erlotinib,8,0.0301125,150.974658767602,0.00497400000000003
JVM-3,Erlotinib,3.97213912,0.0374625,420.17319696461,0.000983999999999985
KALS-1,Erlotinib,8,0.0364,58.1634994048916,0.022844
KARPAS-299,Erlotinib,8,0.0367625,478.871837988848,0.000959000000000043
KARPAS-422,Erlotinib,8,0,283.064277265447,0.00209999999999999
KG-1,Erlotinib,8,0.016275,66.0259601304355,0.00722500000000004
KNS-42,Erlotinib,8,0,40.0530569924128,0.03847
KNS-81-FD,Erlotinib,8,0.0297625,53.6274465758756,0.036063
KU812,Erlotinib,5.065102577,0.03281875,308.837732060128,0.00212400000000001
KURAMOCHI,Erlotinib,8,0.045025,63.259543398717,0.032632
L-363,Erlotinib,8,0,396.540032234573,0.000955000000000039
L-428,Erlotinib,8,0,432.159615358624,0.000947999999999949
LOXIMVI,Erlotinib,8,0.0089125,364.491415598032,0.00109599999999999
LP-1,Erlotinib,8,0,39.4415172964591,0.017475
LS-123,Erlotinib,8,0.052975,80.1525745350447,0.090391
LS-411N,Erlotinib,8,0.0390875,66.129834563674,0.020268
LS-513,Erlotinib,8,0.148142857142857,33.4843779428111,0.057663
MC116,Erlotinib,8,0,3.62048863944371,0.056272
MEG-01,Erlotinib,8,0.029075,25.9016066603589,0.0361860000000001
MPP-89,Erlotinib,8,0.024875,10.4420194744697,0.083812
NCI-H1092,Erlotinib,8,0,204.980120240603,0.00380400000000003
NCI-H1355,Erlotinib,5.519361496,0.1628375,42.8389613319638,0.110708
NCI-H1581,Erlotinib,8,0,41.1842128636076,0.0141790000000001
NCI-H1648,Erlotinib,8,0.01345,0.0400222791969578,0.520455
NCI-H1694,Erlotinib,8,0,215.821138035762,0.00345399999999996
NCI-H226,Erlotinib,8,0,167.856928415928,0.00563599999999997
NCI-H23,Erlotinib,8,0,308.04996689677,0.00212699999999999
NCI-H747,Erlotinib,8,0.0733125,21.5138948826417,0.104716
OCI-AML2,Erlotinib,8,0.0293,96.3581520500506,0.004834
ONS-76,Erlotinib,8,0.00017625,39.9152317831758,0.0173450000000001
OPM-2,Erlotinib,8,0.0205,387.968441509665,0.000967000000000051
OVCAR-4,Erlotinib,8,0.095025,8.84219368255864,0.131993
P31-FUJ,Erlotinib,8,0.007275,675.822183985549,0.000326000000000048
PSN1,Erlotinib,8,0.039975,274.893568742668,0.00224999999999997
Raji,Erlotinib,8,0,280.969746545931,0.00204499999999996
REH,Erlotinib,8,0,287.644976722941,0.00241800000000003
RKO,Erlotinib,8,0,203.872337218007,0.00399400000000005
RL95-2,Erlotinib,3.060330629,0.2011125,4.03320360755009,0.107287
SF126,Erlotinib,8,0,180.471884301942,0.00436599999999998
SHP-77,Erlotinib,8,0,208.868109971654,0.00613300000000006
SIG-M5,Erlotinib,5.476659923,0.023,78.5381897406322,0.00709599999999999
SIMA,Erlotinib,8,0,521.964198353056,0.000964999999999994
SJSA-1,Erlotinib,8,0.0363875,118.607177110708,0.00729999999999997
SK-LMS-1,Erlotinib,4.445358753,0.09095,143.294936607727,0.00480999999999998
SK-MEL-2,Erlotinib,8,0,530.288394965906,0.00097400000000003
SK-MM-2,Erlotinib,3.537265301,0.170975,306.020165466997,0.00199099999999997
SK-N-DZ,Erlotinib,8,0,103.652400677704,0.00990800000000003
NCI-SNU-1,Erlotinib,8,0.0929,250.828139141755,0.070388
NCI-SNU-16,Erlotinib,8,0.0436875,62.0096488779397,0.011335
SUP-T1,Erlotinib,8,0,122.311491518478,0.005911
TE-1,Erlotinib,7.821309566,0.0944875,1.40480429321765,0.185975
TE-15,Erlotinib,0.877725303,0.161375,5.47270494669212,0.122115
TE-5,Erlotinib,8,0,7.04247027530134,0.14509
TE-9,Erlotinib,8,0.0891,1.22511167119373,0.158464
U-87-MG,Erlotinib,8,0,601.851056352553,0.000955000000000039
UACC-257,Erlotinib,8,0,96.7924504478657,0.00763899999999995
UACC-812,Erlotinib,0.912124534,0.0116,338.729549536639,0.00220299999999995
